"geographicAreaM49","aquastatElement","ts_length","count_raw","ts_expansion","count_imp","true_imp","share_NA_imp","definitions"
"Djibouti",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Djibouti",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Djibouti",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Djibouti",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Djibouti",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Djibouti",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Djibouti",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Djibouti",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Djibouti",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Djibouti",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Djibouti",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Djibouti",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Djibouti",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Djibouti",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Djibouti",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Djibouti",4253,16,2,14,16,14,87.5,"Total water withdrawal"
"Djibouti",4254,16,2,14,16,14,87.5,"Agricultural water withdrawal as % of total water withdrawal"
"Djibouti",4255,16,2,14,16,14,87.5,"Municipal water withdrawal as % of total withdrawal"
"Djibouti",4256,16,2,14,16,14,87.5,"Industrial water withdrawal as % of total water withdrawal"
"Djibouti",4257,16,2,14,16,14,87.5,"Total water withdrawal per capita"
"Djibouti",4263,16,2,14,16,14,87.5,"Total freshwater withdrawal (primary and secondary)"
"Djibouti",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Djibouti",4273,16,2,14,16,14,87.5,"Agricultural water withdrawal as % of total renewable water resources"
"Djibouti",4275,16,2,14,16,14,87.5,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Djibouti",4311,11,2,9,11,9,81.8181818181818,"Area equipped for full control irrigation: total"
"Djibouti",4313,11,2,9,11,9,81.8181818181818,"Area equipped for irrigation: total"
"Djibouti",4317,11,2,9,11,9,81.8181818181818,"Total agricultural water managed area"
"Djibouti",4319,11,2,9,11,9,81.8181818181818,"% of agricultural water managed area equipped for irrigation"
"Djibouti",4323,1,1,0,1,0,0,"% of area equipped for irrigation by groundwater"
"Djibouti",4325,1,1,0,1,0,0,"% of area equipped for irrigation by mixed surface water and groundwater"
"Djibouti",4328,11,2,9,11,9,81.8181818181818,"% of the area equipped for irrigation actually irrigated"
"Djibouti",4330,11,2,9,11,9,81.8181818181818,"% of irrigation potential equipped for irrigation"
"Djibouti",4331,11,2,9,11,9,81.8181818181818,"% of the cultivated area equipped for irrigation"
"Djibouti",4450,16,2,14,16,14,87.5,"Freshwater withdrawal as % of internal renewable water resources"
"Djibouti",4457,16,2,14,16,14,87.5,"Municipal water withdrawal per capita (total population)"
"Djibouti",4458,28,7,21,28,21,75,"GDP per Capita"
"Djibouti",4462,11,2,9,11,9,81.8181818181818,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Djibouti",4463,11,2,9,11,9,81.8181818181818,"% of area equipped for full control irrigation actually irrigated"
"Djibouti",4464,11,2,9,11,9,81.8181818181818,"Irrigated cropping intensity"
"Djibouti",4467,16,2,14,16,14,87.5,"Freshwater withdrawal as % of total water withdrawal"
"Djibouti",4468,16,2,14,16,14,87.5,"Municipal water withdrawal per capita (urban population)"
"Djibouti",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Djibouti",4531,16,2,14,16,14,87.5,"Industrial water withdrawal per capita"
"Djibouti",4532,16,2,14,16,14,87.5,"Agricultural water withdrawal per capita"
"Djibouti",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Djibouti",4550,16,2,14,16,14,87.5,"Not defined6"
"Djibouti",4552,16,2,14,16,14,87.5,"Not defined8"
"Djibouti",4554,16,2,14,16,14,87.5,"Not defined10"
"Djibouti",4555,55,12,43,55,43,78.1818181818182,"Not defined11"
"Djibouti",4556,55,12,43,55,43,78.1818181818182,"Not defined12"
"Dominica",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Dominica",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Dominica",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Dominica",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Dominica",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Dominica",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Dominica",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Dominica",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Dominica",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Dominica",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Dominica",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Dominica",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Dominica",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Dominica",4253,15,4,11,15,11,73.3333333333333,"Total water withdrawal"
"Dominica",4254,1,1,0,1,0,0,"Agricultural water withdrawal as % of total water withdrawal"
"Dominica",4255,1,1,0,1,0,0,"Municipal water withdrawal as % of total withdrawal"
"Dominica",4256,1,1,0,1,0,0,"Industrial water withdrawal as % of total water withdrawal"
"Dominica",4257,15,4,11,15,11,73.3333333333333,"Total water withdrawal per capita"
"Dominica",4263,15,4,11,15,11,73.3333333333333,"Total freshwater withdrawal (primary and secondary)"
"Dominica",4273,1,1,0,1,0,0,"Agricultural water withdrawal as % of total renewable water resources"
"Dominica",4275,15,4,11,15,11,73.3333333333333,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Dominica",4311,1,1,0,1,0,0,"Area equipped for full control irrigation: total"
"Dominica",4313,1,1,0,1,0,0,"Area equipped for irrigation: total"
"Dominica",4317,1,1,0,1,0,0,"Total agricultural water managed area"
"Dominica",4319,1,1,0,1,0,0,"% of agricultural water managed area equipped for irrigation"
"Dominica",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Dominica",4331,1,1,0,1,0,0,"% of the cultivated area equipped for irrigation"
"Dominica",4450,15,4,11,15,11,73.3333333333333,"Freshwater withdrawal as % of internal renewable water resources"
"Dominica",4457,1,1,0,1,0,0,"Municipal water withdrawal per capita (total population)"
"Dominica",4458,56,12,44,56,44,78.5714285714286,"GDP per Capita"
"Dominica",4467,15,4,11,15,11,73.3333333333333,"Freshwater withdrawal as % of total water withdrawal"
"Dominica",4468,1,1,0,1,0,0,"Municipal water withdrawal per capita (urban population)"
"Dominica",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Dominica",4531,1,1,0,1,0,0,"Industrial water withdrawal per capita"
"Dominica",4532,1,1,0,1,0,0,"Agricultural water withdrawal per capita"
"Dominica",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Dominica",4550,15,4,11,15,11,73.3333333333333,"Not defined6"
"Dominica",4552,1,1,0,1,0,0,"Not defined8"
"Dominica",4554,1,1,0,1,0,0,"Not defined10"
"Dominica",4555,1,1,0,1,0,0,"Not defined11"
"Dominica",4556,1,1,0,1,0,0,"Not defined12"
"Dominican Republic",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Dominican Republic",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Dominican Republic",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Dominican Republic",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Dominican Republic",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Dominican Republic",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Dominican Republic",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Dominican Republic",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Dominican Republic",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Dominican Republic",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Dominican Republic",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Dominican Republic",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Dominican Republic",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Dominican Republic",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Dominican Republic",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Dominican Republic",4253,11,3,8,11,8,72.7272727272727,"Total water withdrawal"
"Dominican Republic",4254,11,3,8,11,8,72.7272727272727,"Agricultural water withdrawal as % of total water withdrawal"
"Dominican Republic",4255,11,3,8,11,8,72.7272727272727,"Municipal water withdrawal as % of total withdrawal"
"Dominican Republic",4256,11,3,8,11,8,72.7272727272727,"Industrial water withdrawal as % of total water withdrawal"
"Dominican Republic",4257,11,3,8,11,8,72.7272727272727,"Total water withdrawal per capita"
"Dominican Republic",4263,11,3,8,11,8,72.7272727272727,"Total freshwater withdrawal (primary and secondary)"
"Dominican Republic",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Dominican Republic",4273,17,4,13,17,13,76.4705882352941,"Agricultural water withdrawal as % of total renewable water resources"
"Dominican Republic",4275,11,3,8,11,8,72.7272727272727,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Dominican Republic",4311,11,2,9,11,9,81.8181818181818,"Area equipped for full control irrigation: total"
"Dominican Republic",4313,35,2,33,35,33,94.2857142857143,"Area equipped for irrigation: total"
"Dominican Republic",4317,11,2,9,11,9,81.8181818181818,"Total agricultural water managed area"
"Dominican Republic",4319,11,2,9,11,9,81.8181818181818,"% of agricultural water managed area equipped for irrigation"
"Dominican Republic",4323,1,1,0,1,0,0,"% of area equipped for irrigation by groundwater"
"Dominican Republic",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Dominican Republic",4328,1,1,0,1,0,0,"% of the area equipped for irrigation actually irrigated"
"Dominican Republic",4330,11,2,9,11,9,81.8181818181818,"% of irrigation potential equipped for irrigation"
"Dominican Republic",4331,11,2,9,11,9,81.8181818181818,"% of the cultivated area equipped for irrigation"
"Dominican Republic",4450,11,3,8,11,8,72.7272727272727,"Freshwater withdrawal as % of internal renewable water resources"
"Dominican Republic",4457,11,3,8,11,8,72.7272727272727,"Municipal water withdrawal per capita (total population)"
"Dominican Republic",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"Dominican Republic",4459,11,2,9,11,9,81.8181818181818,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Dominican Republic",4462,1,1,0,1,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Dominican Republic",4463,1,1,0,1,0,0,"% of area equipped for full control irrigation actually irrigated"
"Dominican Republic",4464,1,1,0,1,0,0,"Irrigated cropping intensity"
"Dominican Republic",4467,11,3,8,11,8,72.7272727272727,"Freshwater withdrawal as % of total water withdrawal"
"Dominican Republic",4468,11,3,8,11,8,72.7272727272727,"Municipal water withdrawal per capita (urban population)"
"Dominican Republic",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Dominican Republic",4471,56,12,44,56,44,78.5714285714286,"Dam capacity per capita"
"Dominican Republic",4531,11,3,8,11,8,72.7272727272727,"Industrial water withdrawal per capita"
"Dominican Republic",4532,11,3,8,11,8,72.7272727272727,"Agricultural water withdrawal per capita"
"Dominican Republic",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Dominican Republic",4550,11,3,8,11,8,72.7272727272727,"Not defined6"
"Dominican Republic",4551,11,3,8,11,8,72.7272727272727,"Not defined7"
"Dominican Republic",4552,11,3,8,11,8,72.7272727272727,"Not defined8"
"Dominican Republic",4553,11,3,8,11,8,72.7272727272727,"Not defined9"
"Dominican Republic",4554,11,3,8,11,8,72.7272727272727,"Not defined10"
"Dominican Republic",4555,1,1,0,1,0,0,"Not defined11"
"Dominican Republic",4556,1,1,0,1,0,0,"Not defined12"
"Faroe Islands",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Faroe Islands",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Faroe Islands",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Faroe Islands",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Faroe Islands",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Faroe Islands",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Faroe Islands",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Faroe Islands",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Faroe Islands",4458,12,4,8,12,8,66.6666666666667,"GDP per Capita"
"Faroe Islands",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Faroe Islands",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Fiji",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Fiji",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Fiji",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Fiji",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Fiji",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Fiji",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Fiji",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Fiji",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Fiji",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Fiji",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Fiji",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Fiji",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Fiji",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Fiji",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Fiji",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Fiji",4253,19,3,16,19,16,84.2105263157895,"Total water withdrawal"
"Fiji",4254,19,3,16,19,16,84.2105263157895,"Agricultural water withdrawal as % of total water withdrawal"
"Fiji",4255,19,3,16,19,16,84.2105263157895,"Municipal water withdrawal as % of total withdrawal"
"Fiji",4256,19,3,16,19,16,84.2105263157895,"Industrial water withdrawal as % of total water withdrawal"
"Fiji",4257,19,3,16,19,16,84.2105263157895,"Total water withdrawal per capita"
"Fiji",4263,19,3,16,19,16,84.2105263157895,"Total freshwater withdrawal (primary and secondary)"
"Fiji",4273,19,3,16,19,16,84.2105263157895,"Agricultural water withdrawal as % of total renewable water resources"
"Fiji",4275,19,3,16,19,16,84.2105263157895,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Fiji",4311,6,2,4,6,4,66.6666666666667,"Area equipped for full control irrigation: total"
"Fiji",4313,43,2,41,43,41,95.3488372093023,"Area equipped for irrigation: total"
"Fiji",4317,6,2,4,6,4,66.6666666666667,"Total agricultural water managed area"
"Fiji",4319,6,2,4,6,4,66.6666666666667,"% of agricultural water managed area equipped for irrigation"
"Fiji",4323,1,1,0,1,0,0,"% of area equipped for irrigation by groundwater"
"Fiji",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Fiji",4328,1,1,0,1,0,0,"% of the area equipped for irrigation actually irrigated"
"Fiji",4331,6,2,4,6,4,66.6666666666667,"% of the cultivated area equipped for irrigation"
"Fiji",4450,19,3,16,19,16,84.2105263157895,"Freshwater withdrawal as % of internal renewable water resources"
"Fiji",4457,19,3,16,19,16,84.2105263157895,"Municipal water withdrawal per capita (total population)"
"Fiji",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"Fiji",4463,1,1,0,1,0,0,"% of area equipped for full control irrigation actually irrigated"
"Fiji",4467,19,3,16,19,16,84.2105263157895,"Freshwater withdrawal as % of total water withdrawal"
"Fiji",4468,19,3,16,19,16,84.2105263157895,"Municipal water withdrawal per capita (urban population)"
"Fiji",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Fiji",4471,31,7,24,31,24,77.4193548387097,"Dam capacity per capita"
"Fiji",4531,21,3,18,21,18,85.7142857142857,"Industrial water withdrawal per capita"
"Fiji",4532,21,3,18,21,18,85.7142857142857,"Agricultural water withdrawal per capita"
"Fiji",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Fiji",4550,19,3,16,19,16,84.2105263157895,"Not defined6"
"Fiji",4551,19,3,16,19,16,84.2105263157895,"Not defined7"
"Fiji",4552,19,3,16,19,16,84.2105263157895,"Not defined8"
"Fiji",4553,19,3,16,19,16,84.2105263157895,"Not defined9"
"Fiji",4554,19,3,16,19,16,84.2105263157895,"Not defined10"
"Finland",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Finland",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Finland",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Finland",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Finland",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Finland",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Finland",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Finland",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Finland",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Finland",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Finland",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Finland",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Finland",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Finland",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Finland",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Finland",4253,37,8,29,37,29,78.3783783783784,"Total water withdrawal"
"Finland",4254,17,4,13,17,13,76.4705882352941,"Agricultural water withdrawal as % of total water withdrawal"
"Finland",4255,17,4,13,17,13,76.4705882352941,"Municipal water withdrawal as % of total withdrawal"
"Finland",4256,6,2,4,6,4,66.6666666666667,"Industrial water withdrawal as % of total water withdrawal"
"Finland",4257,37,8,29,37,29,78.3783783783784,"Total water withdrawal per capita"
"Finland",4263,37,8,29,37,29,78.3783783783784,"Total freshwater withdrawal (primary and secondary)"
"Finland",4273,16,4,12,16,12,75,"Agricultural water withdrawal as % of total renewable water resources"
"Finland",4275,37,8,29,37,29,78.3783783783784,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Finland",4311,17,5,12,17,12,70.5882352941177,"Area equipped for full control irrigation: total"
"Finland",4313,53,5,48,53,48,90.5660377358491,"Area equipped for irrigation: total"
"Finland",4317,17,5,12,17,12,70.5882352941177,"Total agricultural water managed area"
"Finland",4319,17,5,12,17,12,70.5882352941177,"% of agricultural water managed area equipped for irrigation"
"Finland",4323,1,1,0,1,0,0,"% of area equipped for irrigation by groundwater"
"Finland",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Finland",4328,1,1,0,1,0,0,"% of the area equipped for irrigation actually irrigated"
"Finland",4331,17,5,12,17,12,70.5882352941177,"% of the cultivated area equipped for irrigation"
"Finland",4450,37,8,29,37,29,78.3783783783784,"Freshwater withdrawal as % of internal renewable water resources"
"Finland",4455,3,2,1,3,1,33.3333333333333,"Conservation agriculture area as % of arable land area"
"Finland",4457,24,6,18,24,18,75,"Municipal water withdrawal per capita (total population)"
"Finland",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"Finland",4459,1,1,0,1,0,0,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Finland",4462,1,1,0,1,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Finland",4463,1,1,0,1,0,0,"% of area equipped for full control irrigation actually irrigated"
"Finland",4464,1,1,0,1,0,0,"Irrigated cropping intensity"
"Finland",4467,37,8,29,37,29,78.3783783783784,"Freshwater withdrawal as % of total water withdrawal"
"Finland",4468,24,6,18,24,18,75,"Municipal water withdrawal per capita (urban population)"
"Finland",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Finland",4471,56,12,44,56,44,78.5714285714286,"Dam capacity per capita"
"Finland",4531,6,2,4,6,4,66.6666666666667,"Industrial water withdrawal per capita"
"Finland",4532,16,4,12,16,12,75,"Agricultural water withdrawal per capita"
"Finland",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Finland",4550,37,8,29,37,29,78.3783783783784,"Not defined6"
"Finland",4551,6,2,4,6,4,66.6666666666667,"Not defined7"
"Finland",4552,16,4,12,16,12,75,"Not defined8"
"Finland",4553,6,2,4,6,4,66.6666666666667,"Not defined9"
"Finland",4554,24,6,18,24,18,75,"Not defined10"
"Finland",4555,1,1,0,1,0,0,"Not defined11"
"Finland",4556,1,1,0,1,0,0,"Not defined12"
"France",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"France",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"France",4107,54,12,42,54,42,77.7777777777778,"Population density"
"France",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"France",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"France",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"France",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"France",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"France",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"France",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"France",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"France",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"France",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"France",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"France",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"France",4196,51,11,40,51,40,78.4313725490196,"Total exploitable water resources"
"France",4253,33,7,26,33,26,78.7878787878788,"Total water withdrawal"
"France",4254,21,5,16,21,16,76.1904761904762,"Agricultural water withdrawal as % of total water withdrawal"
"France",4255,28,6,22,28,22,78.5714285714286,"Municipal water withdrawal as % of total withdrawal"
"France",4256,28,6,22,28,22,78.5714285714286,"Industrial water withdrawal as % of total water withdrawal"
"France",4257,33,7,26,33,26,78.7878787878788,"Total water withdrawal per capita"
"France",4263,33,7,26,33,26,78.7878787878788,"Total freshwater withdrawal (primary and secondary)"
"France",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"France",4273,18,5,13,18,13,72.2222222222222,"Agricultural water withdrawal as % of total renewable water resources"
"France",4275,33,7,26,33,26,78.7878787878788,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"France",4311,14,3,11,14,11,78.5714285714286,"Area equipped for full control irrigation: total"
"France",4313,53,5,48,53,48,90.5660377358491,"Area equipped for irrigation: total"
"France",4317,24,5,19,24,19,79.1666666666667,"Total agricultural water managed area"
"France",4319,24,5,19,24,19,79.1666666666667,"% of agricultural water managed area equipped for irrigation"
"France",4328,7,2,5,7,5,71.4285714285714,"% of the area equipped for irrigation actually irrigated"
"France",4331,24,5,19,24,19,79.1666666666667,"% of the cultivated area equipped for irrigation"
"France",4450,33,7,26,33,26,78.7878787878788,"Freshwater withdrawal as % of internal renewable water resources"
"France",4455,40,5,35,40,35,87.5,"Conservation agriculture area as % of arable land area"
"France",4457,28,6,22,28,22,78.5714285714286,"Municipal water withdrawal per capita (total population)"
"France",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"France",4459,8,2,6,8,6,75,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"France",4463,7,2,5,7,5,71.4285714285714,"% of area equipped for full control irrigation actually irrigated"
"France",4466,1,1,0,1,0,0,"% of area equipped by direct use of treated municipal wastewater"
"France",4467,33,7,26,33,26,78.7878787878788,"Freshwater withdrawal as % of total water withdrawal"
"France",4468,28,6,22,28,22,78.5714285714286,"Municipal water withdrawal per capita (urban population)"
"France",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"France",4471,56,12,44,56,44,78.5714285714286,"Dam capacity per capita"
"France",4509,51,11,40,51,40,78.4313725490196,"Exploitable: total renewable surface water"
"France",4531,26,6,20,26,20,76.9230769230769,"Industrial water withdrawal per capita"
"France",4532,21,5,16,21,16,76.1904761904762,"Agricultural water withdrawal per capita"
"France",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"France",4550,33,7,26,33,26,78.7878787878788,"Not defined6"
"France",4551,21,5,16,21,16,76.1904761904762,"Not defined7"
"France",4552,18,5,13,18,13,72.2222222222222,"Not defined8"
"France",4553,28,6,22,28,22,78.5714285714286,"Not defined9"
"France",4554,28,6,22,28,22,78.5714285714286,"Not defined10"
"France",4555,1,1,0,1,0,0,"Not defined11"
"France",4556,1,1,0,1,0,0,"Not defined12"
"Gabon",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Gabon",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Gabon",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Gabon",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Gabon",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Gabon",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Gabon",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Gabon",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Gabon",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Gabon",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Gabon",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Gabon",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Gabon",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Gabon",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Gabon",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Gabon",4253,19,3,16,19,16,84.2105263157895,"Total water withdrawal"
"Gabon",4254,19,3,16,19,16,84.2105263157895,"Agricultural water withdrawal as % of total water withdrawal"
"Gabon",4255,19,3,16,19,16,84.2105263157895,"Municipal water withdrawal as % of total withdrawal"
"Gabon",4256,19,3,16,19,16,84.2105263157895,"Industrial water withdrawal as % of total water withdrawal"
"Gabon",4257,19,3,16,19,16,84.2105263157895,"Total water withdrawal per capita"
"Gabon",4263,19,3,16,19,16,84.2105263157895,"Total freshwater withdrawal (primary and secondary)"
"Gabon",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Gabon",4273,19,3,16,19,16,84.2105263157895,"Agricultural water withdrawal as % of total renewable water resources"
"Gabon",4275,19,3,16,19,16,84.2105263157895,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
