"geographicAreaM49","aquastatElement","ts_length","count_NA_raw","count_NA_imp","num_imp_values","share_NA_imp","description"
"Dominican Republic",4275,29,29,0,29,100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Dominican Republic",4300,29,29,0,29,100,"Total cultivated area drained"
"Dominican Republic",4305,29,29,0,29,100,"% of total cultivated area drained"
"Dominican Republic",4311,29,29,0,29,100,"Area equipped for full control irrigation: total"
"Dominican Republic",4313,29,29,0,29,100,"Area equipped for irrigation: total"
"Dominican Republic",4317,29,29,0,29,100,"Total agricultural water managed area"
"Dominican Republic",4319,29,27,0,27,93.1034482758621,"% of agricultural water managed area equipped for irrigation"
"Dominican Republic",4323,29,28,0,28,96.551724137931,"% of area equipped for irrigation by groundwater"
"Dominican Republic",4324,29,28,0,28,96.551724137931,"% of area equipped for irrigation by surface water"
"Dominican Republic",4325,29,29,0,29,100,"% of area equipped for irrigation by mixed surface water and groundwater"
"Dominican Republic",4327,29,29,0,29,100,"% of area equipped for irrigation power irrigated"
"Dominican Republic",4328,29,28,0,28,96.551724137931,"% of the area equipped for irrigation actually irrigated"
"Dominican Republic",4330,29,29,0,29,100,"% of irrigation potential equipped for irrigation"
"Dominican Republic",4331,29,29,0,29,100,"% of the cultivated area equipped for irrigation"
"Dominican Republic",4445,29,29,0,29,100,"% of area equipped for irrigation salinized"
"Dominican Republic",4446,29,29,0,29,100,"% of area equipped for irrigation drained"
"Dominican Republic",4448,29,29,0,29,100,"Other agricultural water managed area"
"Dominican Republic",4450,29,29,0,29,100,"Freshwater withdrawal as % of internal renewable water resources"
"Dominican Republic",4455,29,29,0,29,100,"Conservation agriculture area as % of arable land area"
"Dominican Republic",4457,29,29,0,29,100,"Municipal water withdrawal per capita (total population)"
"Dominican Republic",4458,29,17,0,17,58.6206896551724,"GDP per Capita"
"Dominican Republic",4459,29,29,0,29,100,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Dominican Republic",4462,29,28,0,28,96.551724137931,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Dominican Republic",4463,29,28,0,28,96.551724137931,"% of area equipped for full control irrigation actually irrigated"
"Dominican Republic",4464,29,28,0,28,96.551724137931,"Irrigated cropping intensity"
"Dominican Republic",4466,29,29,0,29,100,"% of area equipped by direct use of treated municipal wastewater"
"Dominican Republic",4467,29,26,0,26,89.6551724137931,"Freshwater withdrawal as % of total water withdrawal"
"Dominican Republic",4468,29,29,0,29,100,"Municipal water withdrawal per capita (urban population)"
"Dominican Republic",4470,29,17,0,17,58.6206896551724,"% of total country area cultivated"
"Dominican Republic",4471,29,28,0,28,96.551724137931,"Dam capacity per capita"
"Dominican Republic",4509,29,29,0,29,100,"Exploitable: total renewable surface water"
"Dominican Republic",4514,29,29,0,29,100,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Dominican Republic",4531,29,29,0,29,100,"Industrial water withdrawal per capita"
"Dominican Republic",4532,29,29,0,29,100,"Agricultural water withdrawal per capita"
"Dominican Republic",4533,29,29,0,29,100,"Area equipped by direct use of treated municipal wastewater"
"Dominican Republic",4534,29,29,0,29,100,"Area equipped by direct use of not treated municipal wastewater"
"Dominican Republic",4535,29,29,0,29,100,"Direct use of treated municipal wastewater"
"Dominican Republic",4536,29,17,0,17,58.6206896551724,"Overlap: between surface water and groundwater"
"Dominican Republic",4538,29,21,0,21,72.4137931034483,"% of economically active population active in agriculture"
"Faroe Islands",4103,14,3,0,3,21.4285714285714,"Cultivated area (arable land + permanent crops)"
"Faroe Islands",4105,14,2,0,2,14.2857142857143,"Rural population"
"Faroe Islands",4107,14,3,0,3,21.4285714285714,"Population density"
"Faroe Islands",4108,14,6,0,6,42.8571428571429,"Population economically active in agriculture"
"Faroe Islands",4150,14,14,0,14,100,"Long-term average annual precipitation in volume"
"Faroe Islands",4157,14,14,0,14,100,"Total internal renewable water resources (IRWR)"
"Faroe Islands",4158,14,14,0,14,100,"Total internal renewable water resources per capita"
"Faroe Islands",4164,14,2,0,2,14.2857142857143,"Surface water: accounted inflow"
"Faroe Islands",4176,14,2,0,2,14.2857142857143,"Surface water: total external renewable"
"Faroe Islands",4182,14,2,0,2,14.2857142857143,"Water resources: total external renewable"
"Faroe Islands",4185,14,14,0,14,100,"Total renewable surface water"
"Faroe Islands",4187,14,14,0,14,100,"Total renewable groundwater"
"Faroe Islands",4188,14,14,0,14,100,"Total renewable water resources"
"Faroe Islands",4190,14,14,0,14,100,"Total renewable water resources per capita"
"Faroe Islands",4192,14,14,14,0,0,"Dependency ratio"
"Faroe Islands",4196,14,14,0,14,100,"Total exploitable water resources"
"Faroe Islands",4253,14,14,0,14,100,"Total water withdrawal"
"Faroe Islands",4254,14,14,14,0,0,"Agricultural water withdrawal as % of total water withdrawal"
"Faroe Islands",4255,14,14,14,0,0,"Municipal water withdrawal as % of total withdrawal"
"Faroe Islands",4256,14,14,14,0,0,"Industrial water withdrawal as % of total water withdrawal"
"Faroe Islands",4257,14,14,0,14,100,"Total water withdrawal per capita"
"Faroe Islands",4263,14,14,0,14,100,"Total freshwater withdrawal (primary and secondary)"
"Faroe Islands",4271,14,14,14,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Faroe Islands",4273,14,14,14,0,0,"Agricultural water withdrawal as % of total renewable water resources"
"Faroe Islands",4275,14,14,14,0,0,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Faroe Islands",4300,14,14,0,14,100,"Total cultivated area drained"
"Faroe Islands",4305,14,14,0,14,100,"% of total cultivated area drained"
"Faroe Islands",4311,14,14,0,14,100,"Area equipped for full control irrigation: total"
"Faroe Islands",4313,14,14,0,14,100,"Area equipped for irrigation: total"
"Faroe Islands",4317,14,14,0,14,100,"Total agricultural water managed area"
"Faroe Islands",4319,14,14,14,0,0,"% of agricultural water managed area equipped for irrigation"
"Faroe Islands",4323,14,14,14,0,0,"% of area equipped for irrigation by groundwater"
"Faroe Islands",4324,14,14,14,0,0,"% of area equipped for irrigation by surface water"
"Faroe Islands",4325,14,14,14,0,0,"% of area equipped for irrigation by mixed surface water and groundwater"
"Faroe Islands",4327,14,14,14,0,0,"% of area equipped for irrigation power irrigated"
"Faroe Islands",4328,14,14,14,0,0,"% of the area equipped for irrigation actually irrigated"
"Faroe Islands",4330,14,14,14,0,0,"% of irrigation potential equipped for irrigation"
"Faroe Islands",4331,14,14,0,14,100,"% of the cultivated area equipped for irrigation"
"Faroe Islands",4445,14,14,14,0,0,"% of area equipped for irrigation salinized"
"Faroe Islands",4446,14,14,14,0,0,"% of area equipped for irrigation drained"
"Faroe Islands",4448,14,14,0,14,100,"Other agricultural water managed area"
"Faroe Islands",4450,14,14,14,0,0,"Freshwater withdrawal as % of internal renewable water resources"
"Faroe Islands",4455,14,14,0,14,100,"Conservation agriculture area as % of arable land area"
"Faroe Islands",4457,14,14,0,14,100,"Municipal water withdrawal per capita (total population)"
"Faroe Islands",4458,14,11,0,11,78.5714285714286,"GDP per Capita"
"Faroe Islands",4459,14,14,0,14,100,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Faroe Islands",4462,14,14,14,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Faroe Islands",4463,14,14,14,0,0,"% of area equipped for full control irrigation actually irrigated"
"Faroe Islands",4464,14,14,14,0,0,"Irrigated cropping intensity"
"Faroe Islands",4466,14,14,14,0,0,"% of area equipped by direct use of treated municipal wastewater"
"Faroe Islands",4467,14,14,14,0,0,"Freshwater withdrawal as % of total water withdrawal"
"Faroe Islands",4468,14,14,0,14,100,"Municipal water withdrawal per capita (urban population)"
"Faroe Islands",4470,14,2,0,2,14.2857142857143,"% of total country area cultivated"
"Faroe Islands",4471,14,14,0,14,100,"Dam capacity per capita"
"Faroe Islands",4509,14,14,0,14,100,"Exploitable: total renewable surface water"
"Faroe Islands",4514,14,14,14,0,0,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Faroe Islands",4531,14,14,0,14,100,"Industrial water withdrawal per capita"
"Faroe Islands",4532,14,14,0,14,100,"Agricultural water withdrawal per capita"
"Faroe Islands",4533,14,14,0,14,100,"Area equipped by direct use of treated municipal wastewater"
"Faroe Islands",4534,14,14,0,14,100,"Area equipped by direct use of not treated municipal wastewater"
"Faroe Islands",4535,14,14,0,14,100,"Direct use of treated municipal wastewater"
"Faroe Islands",4536,14,14,0,14,100,"Overlap: between surface water and groundwater"
"Faroe Islands",4538,14,6,0,6,42.8571428571429,"% of economically active population active in agriculture"
"Fiji",4103,26,14,0,14,53.8461538461538,"Cultivated area (arable land + permanent crops)"
"Fiji",4105,26,14,0,14,53.8461538461538,"Rural population"
"Fiji",4107,26,15,0,15,57.6923076923077,"Population density"
"Fiji",4108,26,18,0,18,69.2307692307692,"Population economically active in agriculture"
"Fiji",4150,26,14,0,14,53.8461538461538,"Long-term average annual precipitation in volume"
"Fiji",4157,26,14,0,14,53.8461538461538,"Total internal renewable water resources (IRWR)"
"Fiji",4158,26,15,0,15,57.6923076923077,"Total internal renewable water resources per capita"
"Fiji",4164,26,14,0,14,53.8461538461538,"Surface water: accounted inflow"
"Fiji",4176,26,14,0,14,53.8461538461538,"Surface water: total external renewable"
"Fiji",4182,26,14,0,14,53.8461538461538,"Water resources: total external renewable"
"Fiji",4185,26,14,0,14,53.8461538461538,"Total renewable surface water"
"Fiji",4187,26,14,0,14,53.8461538461538,"Total renewable groundwater"
"Fiji",4188,26,14,0,14,53.8461538461538,"Total renewable water resources"
"Fiji",4190,26,15,0,15,57.6923076923077,"Total renewable water resources per capita"
"Fiji",4192,26,14,0,14,53.8461538461538,"Dependency ratio"
"Fiji",4196,26,26,0,26,100,"Total exploitable water resources"
"Fiji",4253,26,23,0,23,88.4615384615385,"Total water withdrawal"
"Fiji",4254,26,23,0,23,88.4615384615385,"Agricultural water withdrawal as % of total water withdrawal"
"Fiji",4255,26,23,0,23,88.4615384615385,"Municipal water withdrawal as % of total withdrawal"
"Fiji",4256,26,23,0,23,88.4615384615385,"Industrial water withdrawal as % of total water withdrawal"
"Fiji",4257,26,25,0,25,96.1538461538462,"Total water withdrawal per capita"
"Fiji",4263,26,26,0,26,100,"Total freshwater withdrawal (primary and secondary)"
"Fiji",4271,26,26,0,26,100,"Agricultural water requirement as % of agricultural water withdrawal"
"Fiji",4273,26,25,0,25,96.1538461538462,"Agricultural water withdrawal as % of total renewable water resources"
"Fiji",4275,26,25,0,25,96.1538461538462,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Fiji",4300,26,26,0,26,100,"Total cultivated area drained"
"Fiji",4305,26,26,0,26,100,"% of total cultivated area drained"
"Fiji",4311,26,26,0,26,100,"Area equipped for full control irrigation: total"
"Fiji",4313,26,26,0,26,100,"Area equipped for irrigation: total"
"Fiji",4317,26,26,0,26,100,"Total agricultural water managed area"
"Fiji",4319,26,24,0,24,92.3076923076923,"% of agricultural water managed area equipped for irrigation"
"Fiji",4323,26,25,0,25,96.1538461538462,"% of area equipped for irrigation by groundwater"
"Fiji",4324,26,25,0,25,96.1538461538462,"% of area equipped for irrigation by surface water"
"Fiji",4325,26,26,0,26,100,"% of area equipped for irrigation by mixed surface water and groundwater"
"Fiji",4327,26,26,0,26,100,"% of area equipped for irrigation power irrigated"
"Fiji",4328,26,25,0,25,96.1538461538462,"% of the area equipped for irrigation actually irrigated"
"Fiji",4330,26,26,0,26,100,"% of irrigation potential equipped for irrigation"
"Fiji",4331,26,26,0,26,100,"% of the cultivated area equipped for irrigation"
"Fiji",4445,26,26,0,26,100,"% of area equipped for irrigation salinized"
"Fiji",4446,26,26,0,26,100,"% of area equipped for irrigation drained"
"Fiji",4448,26,26,0,26,100,"Other agricultural water managed area"
"Fiji",4450,26,25,0,25,96.1538461538462,"Freshwater withdrawal as % of internal renewable water resources"
"Fiji",4455,26,26,0,26,100,"Conservation agriculture area as % of arable land area"
"Fiji",4457,26,25,0,25,96.1538461538462,"Municipal water withdrawal per capita (total population)"
"Fiji",4458,26,14,0,14,53.8461538461538,"GDP per Capita"
"Fiji",4459,26,26,0,26,100,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Fiji",4462,26,26,26,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Fiji",4463,26,25,0,25,96.1538461538462,"% of area equipped for full control irrigation actually irrigated"
"Fiji",4464,26,26,26,0,0,"Irrigated cropping intensity"
"Fiji",4466,26,26,0,26,100,"% of area equipped by direct use of treated municipal wastewater"
"Fiji",4467,26,23,0,23,88.4615384615385,"Freshwater withdrawal as % of total water withdrawal"
"Fiji",4468,26,25,0,25,96.1538461538462,"Municipal water withdrawal per capita (urban population)"
"Fiji",4470,26,14,0,14,53.8461538461538,"% of total country area cultivated"
"Fiji",4471,26,25,0,25,96.1538461538462,"Dam capacity per capita"
"Fiji",4509,26,26,0,26,100,"Exploitable: total renewable surface water"
"Fiji",4514,26,26,0,26,100,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Fiji",4531,26,25,0,25,96.1538461538462,"Industrial water withdrawal per capita"
"Fiji",4532,26,25,0,25,96.1538461538462,"Agricultural water withdrawal per capita"
"Fiji",4533,26,26,0,26,100,"Area equipped by direct use of treated municipal wastewater"
"Fiji",4534,26,26,0,26,100,"Area equipped by direct use of not treated municipal wastewater"
"Fiji",4535,26,26,0,26,100,"Direct use of treated municipal wastewater"
"Fiji",4536,26,14,0,14,53.8461538461538,"Overlap: between surface water and groundwater"
"Fiji",4538,26,18,0,18,69.2307692307692,"% of economically active population active in agriculture"
"Finland",4103,29,17,0,17,58.6206896551724,"Cultivated area (arable land + permanent crops)"
"Finland",4105,29,17,0,17,58.6206896551724,"Rural population"
"Finland",4107,29,18,0,18,62.0689655172414,"Population density"
"Finland",4108,29,21,0,21,72.4137931034483,"Population economically active in agriculture"
"Finland",4150,29,17,0,17,58.6206896551724,"Long-term average annual precipitation in volume"
"Finland",4157,29,17,0,17,58.6206896551724,"Total internal renewable water resources (IRWR)"
"Finland",4158,29,18,0,18,62.0689655172414,"Total internal renewable water resources per capita"
"Finland",4164,29,17,0,17,58.6206896551724,"Surface water: accounted inflow"
"Finland",4176,29,17,0,17,58.6206896551724,"Surface water: total external renewable"
"Finland",4182,29,17,0,17,58.6206896551724,"Water resources: total external renewable"
"Finland",4185,29,17,0,17,58.6206896551724,"Total renewable surface water"
"Finland",4187,29,17,0,17,58.6206896551724,"Total renewable groundwater"
"Finland",4188,29,17,0,17,58.6206896551724,"Total renewable water resources"
"Finland",4190,29,18,0,18,62.0689655172414,"Total renewable water resources per capita"
"Finland",4192,29,17,0,17,58.6206896551724,"Dependency ratio"
"Finland",4196,29,29,0,29,100,"Total exploitable water resources"
"Finland",4253,29,27,0,27,93.1034482758621,"Total water withdrawal"
"Finland",4254,29,27,0,27,93.1034482758621,"Agricultural water withdrawal as % of total water withdrawal"
"Finland",4255,29,26,0,26,89.6551724137931,"Municipal water withdrawal as % of total withdrawal"
"Finland",4256,29,27,0,27,93.1034482758621,"Industrial water withdrawal as % of total water withdrawal"
"Finland",4257,29,29,0,29,100,"Total water withdrawal per capita"
"Finland",4263,29,29,0,29,100,"Total freshwater withdrawal (primary and secondary)"
"Finland",4271,29,29,0,29,100,"Agricultural water requirement as % of agricultural water withdrawal"
"Finland",4273,29,28,0,28,96.551724137931,"Agricultural water withdrawal as % of total renewable water resources"
"Finland",4275,29,29,0,29,100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Finland",4300,29,29,0,29,100,"Total cultivated area drained"
"Finland",4305,29,29,0,29,100,"% of total cultivated area drained"
"Finland",4311,29,29,0,29,100,"Area equipped for full control irrigation: total"
"Finland",4313,29,29,0,29,100,"Area equipped for irrigation: total"
"Finland",4317,29,29,0,29,100,"Total agricultural water managed area"
"Finland",4319,29,24,0,24,82.7586206896552,"% of agricultural water managed area equipped for irrigation"
"Finland",4323,29,28,0,28,96.551724137931,"% of area equipped for irrigation by groundwater"
"Finland",4324,29,28,0,28,96.551724137931,"% of area equipped for irrigation by surface water"
"Finland",4325,29,29,0,29,100,"% of area equipped for irrigation by mixed surface water and groundwater"
"Finland",4327,29,29,0,29,100,"% of area equipped for irrigation power irrigated"
"Finland",4328,29,28,0,28,96.551724137931,"% of the area equipped for irrigation actually irrigated"
"Finland",4330,29,29,0,29,100,"% of irrigation potential equipped for irrigation"
"Finland",4331,29,27,0,27,93.1034482758621,"% of the cultivated area equipped for irrigation"
"Finland",4445,29,29,0,29,100,"% of area equipped for irrigation salinized"
"Finland",4446,29,29,0,29,100,"% of area equipped for irrigation drained"
"Finland",4448,29,29,0,29,100,"Other agricultural water managed area"
"Finland",4450,29,29,0,29,100,"Freshwater withdrawal as % of internal renewable water resources"
"Finland",4455,29,29,0,29,100,"Conservation agriculture area as % of arable land area"
"Finland",4457,29,28,0,28,96.551724137931,"Municipal water withdrawal per capita (total population)"
"Finland",4458,29,17,0,17,58.6206896551724,"GDP per Capita"
"Finland",4459,29,28,0,28,96.551724137931,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Finland",4462,29,28,29,-1,-3.44827586206897,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Finland",4463,29,28,0,28,96.551724137931,"% of area equipped for full control irrigation actually irrigated"
"Finland",4464,29,28,29,-1,-3.44827586206897,"Irrigated cropping intensity"
"Finland",4466,29,29,0,29,100,"% of area equipped by direct use of treated municipal wastewater"
"Finland",4467,29,21,0,21,72.4137931034483,"Freshwater withdrawal as % of total water withdrawal"
"Finland",4468,29,28,0,28,96.551724137931,"Municipal water withdrawal per capita (urban population)"
"Finland",4470,29,17,0,17,58.6206896551724,"% of total country area cultivated"
"Finland",4471,29,28,0,28,96.551724137931,"Dam capacity per capita"
"Finland",4509,29,29,0,29,100,"Exploitable: total renewable surface water"
"Finland",4514,29,29,0,29,100,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Finland",4531,29,29,0,29,100,"Industrial water withdrawal per capita"
"Finland",4532,29,28,0,28,96.551724137931,"Agricultural water withdrawal per capita"
"Finland",4533,29,29,0,29,100,"Area equipped by direct use of treated municipal wastewater"
"Finland",4534,29,29,0,29,100,"Area equipped by direct use of not treated municipal wastewater"
"Finland",4535,29,29,0,29,100,"Direct use of treated municipal wastewater"
"Finland",4536,29,17,0,17,58.6206896551724,"Overlap: between surface water and groundwater"
"Finland",4538,29,21,0,21,72.4137931034483,"% of economically active population active in agriculture"
"France",4103,35,23,0,23,65.7142857142857,"Cultivated area (arable land + permanent crops)"
"France",4105,35,23,0,23,65.7142857142857,"Rural population"
"France",4107,35,24,0,24,68.5714285714286,"Population density"
"France",4108,35,27,0,27,77.1428571428572,"Population economically active in agriculture"
"France",4150,35,23,0,23,65.7142857142857,"Long-term average annual precipitation in volume"
"France",4157,35,23,0,23,65.7142857142857,"Total internal renewable water resources (IRWR)"
"France",4158,35,24,0,24,68.5714285714286,"Total internal renewable water resources per capita"
"France",4164,35,23,0,23,65.7142857142857,"Surface water: accounted inflow"
"France",4176,35,23,0,23,65.7142857142857,"Surface water: total external renewable"
"France",4182,35,23,0,23,65.7142857142857,"Water resources: total external renewable"
"France",4185,35,23,0,23,65.7142857142857,"Total renewable surface water"
"France",4187,35,23,0,23,65.7142857142857,"Total renewable groundwater"
"France",4188,35,23,0,23,65.7142857142857,"Total renewable water resources"
"France",4190,35,24,0,24,68.5714285714286,"Total renewable water resources per capita"
"France",4192,35,23,0,23,65.7142857142857,"Dependency ratio"
"France",4196,35,24,0,24,68.5714285714286,"Total exploitable water resources"
"France",4253,35,31,0,31,88.5714285714286,"Total water withdrawal"
"France",4254,35,31,0,31,88.5714285714286,"Agricultural water withdrawal as % of total water withdrawal"
"France",4255,35,29,0,29,82.8571428571429,"Municipal water withdrawal as % of total withdrawal"
"France",4256,35,29,0,29,82.8571428571429,"Industrial water withdrawal as % of total water withdrawal"
"France",4257,35,30,0,30,85.7142857142857,"Total water withdrawal per capita"
"France",4263,35,35,0,35,100,"Total freshwater withdrawal (primary and secondary)"
"France",4271,35,34,0,34,97.1428571428571,"Agricultural water requirement as % of agricultural water withdrawal"
"France",4273,35,31,0,31,88.5714285714286,"Agricultural water withdrawal as % of total renewable water resources"
"France",4275,35,30,0,30,85.7142857142857,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"France",4300,35,35,0,35,100,"Total cultivated area drained"
"France",4305,35,35,0,35,100,"% of total cultivated area drained"
"France",4311,35,33,0,33,94.2857142857143,"Area equipped for full control irrigation: total"
"France",4313,35,35,0,35,100,"Area equipped for irrigation: total"
"France",4317,35,35,0,35,100,"Total agricultural water managed area"
"France",4319,35,30,0,30,85.7142857142857,"% of agricultural water managed area equipped for irrigation"
"France",4323,35,35,0,35,100,"% of area equipped for irrigation by groundwater"
"France",4324,35,35,0,35,100,"% of area equipped for irrigation by surface water"
"France",4325,35,35,0,35,100,"% of area equipped for irrigation by mixed surface water and groundwater"
"France",4327,35,35,0,35,100,"% of area equipped for irrigation power irrigated"
"France",4328,35,33,0,33,94.2857142857143,"% of the area equipped for irrigation actually irrigated"
"France",4330,35,35,0,35,100,"% of irrigation potential equipped for irrigation"
"France",4331,35,34,0,34,97.1428571428571,"% of the cultivated area equipped for irrigation"
"France",4445,35,35,0,35,100,"% of area equipped for irrigation salinized"
"France",4446,35,35,0,35,100,"% of area equipped for irrigation drained"
"France",4448,35,35,0,35,100,"Other agricultural water managed area"
"France",4450,35,30,0,30,85.7142857142857,"Freshwater withdrawal as % of internal renewable water resources"
"France",4455,35,35,0,35,100,"Conservation agriculture area as % of arable land area"
"France",4457,35,30,0,30,85.7142857142857,"Municipal water withdrawal per capita (total population)"
"France",4458,35,23,0,23,65.7142857142857,"GDP per Capita"
"France",4459,35,33,0,33,94.2857142857143,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"France",4462,35,35,0,35,100,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"France",4463,35,33,0,33,94.2857142857143,"% of area equipped for full control irrigation actually irrigated"
"France",4464,35,35,0,35,100,"Irrigated cropping intensity"
"France",4466,35,35,0,35,100,"% of area equipped by direct use of treated municipal wastewater"
"France",4467,35,28,0,28,80,"Freshwater withdrawal as % of total water withdrawal"
"France",4468,35,30,0,30,85.7142857142857,"Municipal water withdrawal per capita (urban population)"
"France",4470,35,23,0,23,65.7142857142857,"% of total country area cultivated"
"France",4471,35,34,0,34,97.1428571428571,"Dam capacity per capita"
"France",4509,35,24,0,24,68.5714285714286,"Exploitable: total renewable surface water"
"France",4514,35,35,0,35,100,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"France",4531,35,30,0,30,85.7142857142857,"Industrial water withdrawal per capita"
"France",4532,35,31,0,31,88.5714285714286,"Agricultural water withdrawal per capita"
"France",4533,35,34,0,34,97.1428571428571,"Area equipped by direct use of treated municipal wastewater"
"France",4534,35,35,0,35,100,"Area equipped by direct use of not treated municipal wastewater"
"France",4535,35,33,0,33,94.2857142857143,"Direct use of treated municipal wastewater"
"France",4536,35,23,0,23,65.7142857142857,"Overlap: between surface water and groundwater"
"France",4538,35,27,0,27,77.1428571428572,"% of economically active population active in agriculture"
"Gabon",4103,21,9,0,9,42.8571428571429,"Cultivated area (arable land + permanent crops)"
"Gabon",4105,21,9,0,9,42.8571428571429,"Rural population"
"Gabon",4107,21,10,0,10,47.6190476190476,"Population density"
"Gabon",4108,21,13,0,13,61.9047619047619,"Population economically active in agriculture"
"Gabon",4150,21,9,0,9,42.8571428571429,"Long-term average annual precipitation in volume"
"Gabon",4157,21,9,0,9,42.8571428571429,"Total internal renewable water resources (IRWR)"
"Gabon",4158,21,10,0,10,47.6190476190476,"Total internal renewable water resources per capita"
"Gabon",4164,21,9,0,9,42.8571428571429,"Surface water: accounted inflow"
"Gabon",4176,21,9,0,9,42.8571428571429,"Surface water: total external renewable"
"Gabon",4182,21,9,0,9,42.8571428571429,"Water resources: total external renewable"
"Gabon",4185,21,9,0,9,42.8571428571429,"Total renewable surface water"
"Gabon",4187,21,9,0,9,42.8571428571429,"Total renewable groundwater"
"Gabon",4188,21,9,0,9,42.8571428571429,"Total renewable water resources"
"Gabon",4190,21,10,0,10,47.6190476190476,"Total renewable water resources per capita"
"Gabon",4192,21,9,0,9,42.8571428571429,"Dependency ratio"
"Gabon",4196,21,21,0,21,100,"Total exploitable water resources"
"Gabon",4253,21,18,0,18,85.7142857142857,"Total water withdrawal"
"Gabon",4254,21,18,0,18,85.7142857142857,"Agricultural water withdrawal as % of total water withdrawal"
"Gabon",4255,21,18,0,18,85.7142857142857,"Municipal water withdrawal as % of total withdrawal"
"Gabon",4256,21,18,0,18,85.7142857142857,"Industrial water withdrawal as % of total water withdrawal"
"Gabon",4257,21,20,0,20,95.2380952380952,"Total water withdrawal per capita"
"Gabon",4263,21,21,0,21,100,"Total freshwater withdrawal (primary and secondary)"
"Gabon",4271,21,20,0,20,95.2380952380952,"Agricultural water requirement as % of agricultural water withdrawal"
"Gabon",4273,21,20,0,20,95.2380952380952,"Agricultural water withdrawal as % of total renewable water resources"
"Gabon",4275,21,20,0,20,95.2380952380952,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Gabon",4300,21,21,0,21,100,"Total cultivated area drained"
"Gabon",4305,21,21,0,21,100,"% of total cultivated area drained"
"Gabon",4311,21,21,0,21,100,"Area equipped for full control irrigation: total"
"Gabon",4313,21,21,0,21,100,"Area equipped for irrigation: total"
"Gabon",4317,21,21,0,21,100,"Total agricultural water managed area"
"Gabon",4319,21,20,21,-1,-4.76190476190476,"% of agricultural water managed area equipped for irrigation"
"Gabon",4323,21,21,21,0,0,"% of area equipped for irrigation by groundwater"
"Gabon",4324,21,20,21,-1,-4.76190476190476,"% of area equipped for irrigation by surface water"
"Gabon",4325,21,21,21,0,0,"% of area equipped for irrigation by mixed surface water and groundwater"
"Gabon",4327,21,21,21,0,0,"% of area equipped for irrigation power irrigated"
"Gabon",4328,21,21,21,0,0,"% of the area equipped for irrigation actually irrigated"
"Gabon",4330,21,20,0,20,95.2380952380952,"% of irrigation potential equipped for irrigation"
"Gabon",4331,21,20,0,20,95.2380952380952,"% of the cultivated area equipped for irrigation"
"Gabon",4445,21,21,21,0,0,"% of area equipped for irrigation salinized"
"Gabon",4446,21,21,21,0,0,"% of area equipped for irrigation drained"
"Gabon",4448,21,21,0,21,100,"Other agricultural water managed area"
"Gabon",4450,21,20,0,20,95.2380952380952,"Freshwater withdrawal as % of internal renewable water resources"
"Gabon",4455,21,21,0,21,100,"Conservation agriculture area as % of arable land area"
"Gabon",4457,21,20,0,20,95.2380952380952,"Municipal water withdrawal per capita (total population)"
"Gabon",4458,21,9,0,9,42.8571428571429,"GDP per Capita"
"Gabon",4459,21,21,0,21,100,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Gabon",4462,21,20,21,-1,-4.76190476190476,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Gabon",4463,21,20,21,-1,-4.76190476190476,"% of area equipped for full control irrigation actually irrigated"
"Gabon",4464,21,20,21,-1,-4.76190476190476,"Irrigated cropping intensity"
"Gabon",4466,21,21,21,0,0,"% of area equipped by direct use of treated municipal wastewater"
"Gabon",4467,21,18,0,18,85.7142857142857,"Freshwater withdrawal as % of total water withdrawal"
"Gabon",4468,21,20,0,20,95.2380952380952,"Municipal water withdrawal per capita (urban population)"
"Gabon",4470,21,9,0,9,42.8571428571429,"% of total country area cultivated"
"Gabon",4471,21,20,0,20,95.2380952380952,"Dam capacity per capita"
"Gabon",4509,21,21,0,21,100,"Exploitable: total renewable surface water"
"Gabon",4514,21,21,21,0,0,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
